date,Open,High,Low,Close,Adj Close,Volume
2020/2/18,3369.040039,3375.01001,3355.610107,3370.290039,3370.290039,3746720000
2020/2/19,3380.389893,3393.52002,3378.830078,3386.149902,3386.149902,3600150000
2020/2/20,3380.449951,3389.149902,3341.02002,3373.22998,3373.22998,4007320000
2020/2/21,3360.5,3360.76001,3328.449951,3337.75,3337.75,3899270000
2020/2/24,3257.610107,3259.810059,3214.649902,3225.889893,3225.889893,4842960000
2020/2/25,3238.939941,3246.98999,3118.77002,3128.209961,3128.209961,5591510000
2020/2/26,3139.899902,3182.51001,3108.98999,3116.389893,3116.389893,5478110000
2020/2/27,3062.540039,3097.070068,2977.389893,2978.76001,2978.76001,7058840000
2020/2/28,2916.899902,2959.719971,2855.840088,2954.219971,2954.219971,8563850000
2020/3/2,2974.280029,3090.959961,2945.189941,3090.22998,3090.22998,6376400000
2020/3/3,3096.459961,3136.719971,2976.629883,3003.370117,3003.370117,6355940000
2020/3/4,3045.75,3130.969971,3034.379883,3130.120117,3130.120117,5035480000
2020/3/5,3075.699951,3083.040039,2999.830078,3023.939941,3023.939941,5575550000
2020/3/6,2954.199951,2985.929932,2901.540039,2972.370117,2972.370117,6552140000
2020/3/9,2863.889893,2863.889893,2734.429932,2746.560059,2746.560059,8423050000
2020/3/10,2813.47998,2882.590088,2734,2882.22998,2882.22998,7635960000
2020/3/11,2825.600098,2825.600098,2707.219971,2741.379883,2741.379883,7374110000
2020/3/12,2630.860107,2660.949951,2478.860107,2480.639893,2480.639893,8829380000
2020/3/13,2569.98999,2711.330078,2492.370117,2711.02002,2711.02002,8258670000
2020/3/16,2508.590088,2562.97998,2380.939941,2386.129883,2386.129883,7781540000
2020/3/17,2425.659912,2553.929932,2367.040039,2529.189941,2529.189941,8358500000
2020/3/18,2436.5,2453.570068,2280.52002,2398.100098,2398.100098,8755780000
2020/3/19,2393.47998,2466.969971,2319.780029,2409.389893,2409.389893,7946710000
2020/3/20,2431.939941,2453.01001,2295.560059,2304.919922,2304.919922,9044690000
2020/3/23,2290.709961,2300.72998,2191.860107,2237.399902,2237.399902,7402180000
2020/3/24,2344.439941,2449.709961,2344.439941,2447.330078,2447.330078,7547350000
2020/3/25,2457.77002,2571.419922,2407.530029,2475.560059,2475.560059,8285670000
2020/3/26,2501.290039,2637.01001,2500.719971,2630.070068,2630.070068,7753160000
2020/3/27,2555.870117,2615.909912,2520.02002,2541.469971,2541.469971,6194330000
2020/3/30,2558.97998,2631.800049,2545.280029,2626.649902,2626.649902,5746220000
2020/3/31,2614.689941,2641.389893,2571.149902,2584.590088,2584.590088,6568290000
2020/4/1,2498.080078,2522.75,2447.48999,2470.5,2470.5,5947900000
2020/4/2,2458.540039,2533.219971,2455.790039,2526.899902,2526.899902,6454990000
2020/4/3,2514.919922,2538.179932,2459.959961,2488.649902,2488.649902,6087190000
2020/4/6,2578.280029,2676.850098,2574.570068,2663.679932,2663.679932,6391860000
2020/4/7,2738.649902,2756.889893,2657.669922,2659.409912,2659.409912,7040720000
2020/4/8,2685,2760.75,2663.300049,2749.97998,2749.97998,5856370000
2020/4/9,2776.98999,2818.570068,2762.360107,2789.820068,2789.820068,7880140000
2020/4/13,2782.459961,2782.459961,2721.169922,2761.629883,2761.629883,5274310000
2020/4/14,2805.100098,2851.850098,2805.100098,2846.060059,2846.060059,5567400000
2020/4/15,2795.639893,2801.879883,2761.540039,2783.360107,2783.360107,5203390000
2020/4/16,2799.340088,2806.51001,2764.320068,2799.550049,2799.550049,5179990000
2020/4/17,2842.429932,2879.219971,2830.879883,2874.560059,2874.560059,5792140000
2020/4/20,2845.620117,2868.97998,2820.429932,2823.159912,2823.159912,5220160000
2020/4/21,2784.810059,2785.540039,2727.100098,2736.560059,2736.560059,5075830000
2020/4/22,2787.889893,2815.100098,2775.949951,2799.310059,2799.310059,5049660000
2020/4/23,2810.419922,2844.899902,2794.26001,2797.800049,2797.800049,5756520000
2020/4/24,2812.639893,2842.709961,2791.76001,2836.73999,2836.73999,5374480000
2020/4/27,2854.649902,2887.719971,2852.889893,2878.47998,2878.47998,5194260000
2020/4/28,2909.959961,2921.149902,2860.709961,2863.389893,2863.389893,5672880000
2020/4/29,2918.459961,2954.860107,2912.159912,2939.51001,2939.51001,6620140000
2020/4/30,2930.909912,2930.909912,2892.469971,2912.429932,2912.429932,6523120000
2020/5/1,2869.090088,2869.090088,2821.610107,2830.709961,2830.709961,4753160000
2020/5/4,2815.01001,2844.23999,2797.850098,2842.73999,2842.73999,4723140000
2020/5/5,2868.879883,2898.22998,2863.550049,2868.439941,2868.439941,5129590000
2020/5/6,2883.139893,2891.110107,2847.649902,2848.419922,2848.419922,4861920000
2020/5/7,2878.26001,2901.919922,2876.47998,2881.189941,2881.189941,5164640000
2020/5/8,2908.830078,2932.159912,2902.879883,2929.800049,2929.800049,4857160000
2020/5/11,2915.459961,2944.25,2903.439941,2930.189941,2930.189941,4807320000
2020/5/12,2939.5,2945.820068,2869.590088,2870.120117,2870.120117,5107710000
2020/5/13,2865.860107,2874.139893,2793.149902,2820,2820,6143130000
2020/5/14,2794.540039,2852.800049,2766.639893,2852.5,2852.5,5641920000
2020/5/15,2829.949951,2865.01001,2816.780029,2863.699951,2863.699951,5477040000
2020/5/18,2913.860107,2968.090088,2913.860107,2953.909912,2953.909912,6364290000
2020/5/19,2948.590088,2964.209961,2922.350098,2922.939941,2922.939941,4969330000
2020/5/20,2953.629883,2980.290039,2953.629883,2971.610107,2971.610107,4992970000
2020/5/21,2969.949951,2978.5,2938.570068,2948.51001,2948.51001,4966940000
2020/5/22,2948.050049,2956.76001,2933.590088,2955.449951,2955.449951,3952800000
2020/5/26,3004.080078,3021.719971,2988.169922,2991.77002,2991.77002,5837060000
2020/5/27,3015.649902,3036.25,2969.75,3036.129883,3036.129883,6371230000
2020/5/28,3046.610107,3068.669922,3023.399902,3029.72998,3029.72998,5402670000
2020/5/29,3025.169922,3049.169922,2998.610107,3044.310059,3044.310059,7275080000
2020/6/1,3038.780029,3062.179932,3031.540039,3055.72998,3055.72998,4673410000
2020/6/2,3064.780029,3081.070068,3051.639893,3080.820068,3080.820068,5187230000
2020/6/3,3098.899902,3130.939941,3098.899902,3122.870117,3122.870117,5989560000
2020/6/4,3111.560059,3128.909912,3090.409912,3112.350098,3112.350098,6428130000
2020/6/5,3163.840088,3211.719971,3163.840088,3193.929932,3193.929932,8617590000
2020/6/8,3199.919922,3233.129883,3196,3232.389893,3232.389893,8437380000
2020/6/9,3213.320068,3222.709961,3193.110107,3207.179932,3207.179932,6382620000
2020/6/10,3213.419922,3223.27002,3181.48999,3190.139893,3190.139893,6570840000
2020/6/11,3123.530029,3123.530029,2999.48999,3002.100098,3002.100098,7018890000
2020/6/12,3071.040039,3088.419922,2984.469971,3041.310059,3041.310059,5832250000
2020/6/15,2993.76001,3079.76001,2965.659912,3066.590088,3066.590088,5740660000
2020/6/16,3131,3153.449951,3076.060059,3124.73999,3124.73999,5829240000
2020/6/17,3136.129883,3141.159912,3108.030029,3113.48999,3113.48999,4549390000
2020/6/18,3101.639893,3120,3093.51001,3115.340088,3115.340088,4429030000
2020/6/19,3140.290039,3155.530029,3083.110107,3097.73999,3097.73999,8327780000
2020/6/22,3094.419922,3120.919922,3079.389893,3117.860107,3117.860107,4665380000
2020/6/23,3138.699951,3154.899902,3127.120117,3131.290039,3131.290039,4704830000
2020/6/24,3114.399902,3115.01001,3032.129883,3050.330078,3050.330078,5587200000
2020/6/25,3046.600098,3086.25,3024.01001,3083.76001,3083.76001,4815420000
2020/6/26,3073.199951,3073.72998,3004.629883,3009.050049,3009.050049,8098120000
2020/6/29,3018.590088,3053.889893,2999.73999,3053.23999,3053.23999,4462770000
2020/6/30,3050.199951,3111.51001,3047.830078,3100.290039,3100.290039,4696280000
2020/7/1,3105.919922,3128.439941,3101.169922,3115.860107,3115.860107,4443130000
2020/7/2,3143.639893,3165.810059,3124.52002,3130.01001,3130.01001,4190830000
2020/7/6,3155.290039,3182.590088,3155.290039,3179.719971,3179.719971,4736450000
2020/7/7,3166.439941,3184.149902,3142.929932,3145.320068,3145.320068,4563700000
2020/7/8,3153.070068,3171.800049,3136.530029,3169.939941,3169.939941,4927700000
2020/7/9,3176.169922,3179.780029,3115.699951,3152.050049,3152.050049,4829020000
