date,Open,High,Low,Close,Adj Close,Volume
2020/7/10,3152.469971,3186.820068,3136.219971,3185.040039,3185.040039,4515340000
2020/7/13,3205.080078,3235.320068,3149.429932,3155.219971,3155.219971,4890780000
2020/7/14,3141.110107,3200.949951,3127.659912,3197.52002,3197.52002,4476170000
2020/7/15,3225.97998,3238.280029,3200.76001,3226.560059,3226.560059,4669760000
2020/7/16,3208.360107,3220.389893,3198.590088,3215.570068,3215.570068,3961230000
2020/7/17,3224.209961,3233.52002,3205.649902,3224.72998,3224.72998,3993830000
2020/7/20,3224.290039,3258.610107,3215.159912,3251.840088,3251.840088,3971200000
2020/7/21,3268.52002,3277.290039,3247.77002,3257.300049,3257.300049,4547960000
2020/7/22,3254.860107,3279.320068,3253.100098,3276.02002,3276.02002,4255190000
2020/7/23,3271.639893,3279.98999,3222.659912,3235.659912,3235.659912,4290460000
2020/7/24,3218.580078,3227.26001,3200.050049,3215.629883,3215.629883,3894900000
2020/7/27,3219.840088,3241.429932,3214.25,3239.409912,3239.409912,3963910000
2020/7/28,3234.27002,3243.719971,3216.169922,3218.439941,3218.439941,4027890000
2020/7/29,3227.219971,3264.73999,3227.219971,3258.439941,3258.439941,4676300000
2020/7/30,3231.76001,3250.919922,3204.129883,3246.219971,3246.219971,4254010000
2020/7/31,3270.449951,3272.169922,3220.26001,3271.120117,3271.120117,5117260000
2020/8/3,3288.26001,3302.72998,3284.530029,3294.610107,3294.610107,4643640000
2020/8/4,3289.919922,3306.840088,3286.370117,3306.51001,3306.51001,4621670000
2020/8/5,3317.370117,3330.77002,3317.370117,3327.77002,3327.77002,4732220000
2020/8/6,3323.169922,3351.030029,3318.139893,3349.159912,3349.159912,4267490000
2020/8/7,3340.050049,3352.540039,3328.719971,3351.280029,3351.280029,4104860000
2020/8/10,3356.040039,3363.290039,3335.439941,3360.469971,3360.469971,4318570000
2020/8/11,3370.340088,3381.01001,3326.439941,3333.689941,3333.689941,5087650000
2020/8/12,3355.459961,3387.889893,3355.459961,3380.350098,3380.350098,3768560000
2020/8/13,3372.949951,3387.23999,3363.350098,3373.429932,3373.429932,3648810000
2020/8/14,3368.659912,3378.51001,3361.639893,3372.850098,3372.850098,3193400000
2020/8/17,3380.860107,3387.590088,3379.219971,3381.98999,3381.98999,3671290000
2020/8/18,3387.040039,3395.060059,3370.149902,3389.780029,3389.780029,3881310000
2020/8/19,3392.51001,3399.540039,3369.659912,3374.850098,3374.850098,3884480000
2020/8/20,3360.47998,3390.800049,3354.689941,3385.51001,3385.51001,3642850000
2020/8/21,3386.01001,3399.959961,3379.310059,3397.159912,3397.159912,3705420000
2020/8/24,3418.090088,3432.090088,3413.129883,3431.280029,3431.280029,3728690000
2020/8/25,3435.949951,3444.209961,3425.840088,3443.620117,3443.620117,3619300000
2020/8/26,3449.969971,3481.070068,3444.149902,3478.72998,3478.72998,3754360000
2020/8/27,3485.139893,3501.379883,3468.350098,3484.550049,3484.550049,3929560000
2020/8/28,3494.689941,3509.22998,3484.320068,3508.01001,3508.01001,3855880000
2020/8/31,3509.72998,3514.77002,3493.25,3500.310059,3500.310059,4342290000
2020/9/1,3507.439941,3528.030029,3494.600098,3526.649902,3526.649902,4083110000
2020/9/2,3543.76001,3588.110107,3535.22998,3580.840088,3580.840088,4285190000
2020/9/3,3564.73999,3564.850098,3427.409912,3455.060059,3455.060059,4898680000
2020/9/4,3453.600098,3479.149902,3349.629883,3426.959961,3426.959961,4431440000
2020/9/8,3371.879883,3379.969971,3329.27002,3331.840088,3331.840088,4665600000
2020/9/9,3369.820068,3424.77002,3366.840088,3398.959961,3398.959961,3920830000
2020/9/10,3412.560059,3425.550049,3329.25,3339.189941,3339.189941,4192250000
2020/9/11,3352.699951,3368.949951,3310.469971,3340.969971,3340.969971,3704450000
2020/9/14,3363.560059,3402.929932,3363.560059,3383.540039,3383.540039,3832130000
2020/9/15,3407.72998,3419.47998,3389.25,3401.199951,3401.199951,4051460000
2020/9/16,3411.22998,3428.919922,3384.449951,3385.48999,3385.48999,4710030000
2020/9/17,3346.860107,3375.169922,3328.820068,3357.01001,3357.01001,4371940000
2020/9/18,3357.379883,3362.27002,3292.399902,3319.469971,3319.469971,7068700000
2020/9/21,3285.570068,3285.570068,3229.100098,3281.060059,3281.060059,4828350000
2020/9/22,3295.75,3320.310059,3270.949951,3315.570068,3315.570068,3963300000
2020/9/23,3320.110107,3323.350098,3232.570068,3236.919922,3236.919922,4364500000
2020/9/24,3226.139893,3278.699951,3209.449951,3246.590088,3246.590088,4599470000
2020/9/25,3236.659912,3306.879883,3228.439941,3298.459961,3298.459961,3792220000
2020/9/28,3333.899902,3360.73999,3332.909912,3351.600098,3351.600098,3946060000
2020/9/29,3350.919922,3357.919922,3327.540039,3335.469971,3335.469971,3651880000
2020/9/30,3341.209961,3393.560059,3340.469971,3363,3363,4722530000
2020/10/1,3385.870117,3397.179932,3361.389893,3380.800049,3380.800049,4070530000
2020/10/2,3338.939941,3369.100098,3323.689941,3348.419922,3348.419922,3961550000
2020/10/5,3367.27002,3409.570068,3367.27002,3408.600098,3408.600098,3686920000
2020/10/6,3408.73999,3431.560059,3354.540039,3360.969971,3360.969971,4443380000
2020/10/7,3384.560059,3426.26001,3384.560059,3419.439941,3419.439941,3807830000
2020/10/8,3434.280029,3447.280029,3428.149902,3446.830078,3446.830078,3856190000
2020/10/9,3459.669922,3482.340088,3458.070068,3477.139893,3477.139893,3939060000
2020/10/12,3500.02002,3549.850098,3499.610107,3534.219971,3534.219971,3428970000
2020/10/13,3534.01001,3534.01001,3500.860107,3511.929932,3511.929932,3605150000
2020/10/14,3515.469971,3527.939941,3480.550049,3488.669922,3488.669922,3840630000
2020/10/15,3453.719971,3489.080078,3440.889893,3483.340088,3483.340088,3717640000
2020/10/16,3493.5,3515.76001,3480.449951,3483.810059,3483.810059,4675890000
2020/10/19,3493.659912,3502.419922,3419.929932,3426.919922,3426.919922,4086200000
2020/10/20,3439.379883,3476.929932,3435.649902,3443.120117,3443.120117,3901260000
2020/10/21,3439.909912,3464.860107,3433.060059,3435.560059,3435.560059,4097750000
2020/10/22,3438.5,3460.530029,3415.340088,3453.48999,3453.48999,4163630000
2020/10/23,3464.899902,3466.459961,3440.449951,3465.389893,3465.389893,3646570000
2020/10/26,3441.419922,3441.419922,3364.860107,3400.969971,3400.969971,3988080000
2020/10/27,3403.149902,3409.51001,3388.709961,3390.679932,3390.679932,3946990000
2020/10/28,3342.47998,3342.47998,3268.889893,3271.030029,3271.030029,5129860000
2020/10/29,3277.169922,3341.050049,3259.820068,3310.110107,3310.110107,4903070000
2020/10/30,3293.590088,3304.929932,3233.939941,3269.959961,3269.959961,4840450000
2020/11/2,3296.199951,3330.139893,3279.73999,3310.23999,3310.23999,4310590000
2020/11/3,3336.25,3389.48999,3336.25,3369.159912,3369.159912,4220070000
2020/11/4,3406.459961,3486.25,3405.169922,3443.439941,3443.439941,4783040000
2020/11/5,3485.73999,3529.050049,3485.73999,3510.449951,3510.449951,4841190000
2020/11/6,3508.340088,3521.580078,3484.340088,3509.439941,3509.439941,4833950000
2020/11/9,3583.040039,3645.98999,3547.47998,3550.5,3550.5,8556610000
2020/11/10,3543.26001,3557.219971,3511.909912,3545.530029,3545.530029,6024230000
2020/11/11,3563.219971,3581.159912,3557,3572.659912,3572.659912,4609970000
2020/11/12,3562.669922,3569.02002,3518.580078,3537.01001,3537.01001,4890120000
2020/11/13,3552.570068,3593.659912,3552.570068,3585.149902,3585.149902,4709670000
2020/11/16,3600.159912,3628.51001,3600.159912,3626.909912,3626.909912,5281980000
2020/11/17,3610.310059,3623.110107,3588.679932,3609.530029,3609.530029,4799570000
2020/11/18,3612.090088,3619.090088,3567.330078,3567.790039,3567.790039,5274450000
2020/11/19,3559.409912,3585.219971,3543.840088,3581.870117,3581.870117,4347200000
2020/11/20,3579.310059,3581.22998,3556.850098,3557.540039,3557.540039,4218970000
2020/11/23,3566.820068,3589.810059,3552.77002,3577.590088,3577.590088,5036290000
2020/11/24,3594.52002,3642.310059,3594.52002,3635.409912,3635.409912,6267570000
2020/11/25,3635.5,3635.5,3617.76001,3629.649902,3629.649902,4902560000
2020/11/27,3638.550049,3644.310059,3629.330078,3638.350098,3638.350098,2778450000
2020/11/30,3634.179932,3634.179932,3594.389893,3621.629883,3621.629883,6291400000
2020/12/1,3645.870117,3678.449951,3645.870117,3662.449951,3662.449951,5403660000
2020/12/2,3653.780029,3670.959961,3644.840088,3669.01001,3669.01001,5029620000
